symbol,company_name,sector_33,market_category,scale_category,is_financial,low_liquidity_candidate,include_for_collection,priority_score
6196,ストライク,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,16196
6197,ソラスト,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16197
6200,インソース,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,16200
6201,豊田自動織機,輸送用機器,プライム（内国株式）,TOPIX Large70,0,0,1,16201
6209,リケンＮＰＲ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16209
6222,島精機製作所,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16222
6235,オプトラン,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16235
6237,イワキポンプ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16237
6238,フリュー,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16238
6240,ヤマシンフィルタ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16240
6247,日阪製作所,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16247
6250,やまびこ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16250
6254,野村マイクロ・サイエンス,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16254
6258,平田機工,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16258
6264,マルマエ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16264
6266,タツモ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16266
6268,ナブテスコ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16268
6269,三井海洋開発,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16269
6272,レオン自動機,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16272
6273,ＳＭＣ,機械,プライム（内国株式）,TOPIX Large70,0,0,1,16273
6277,ホソカワミクロン,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16277
6278,ユニオンツール,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16278
6279,瑞光,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16279
6282,オイレス工業,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16282
6284,日精エー・エス・ビー機械,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16284
6287,サトー,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16287
6289,技研製作所,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16289
6294,オカダアイヨン,機械,プライム（内国株式）,-,0,0,1,16294
6298,ワイエイシイホールディングス,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16298
6301,小松製作所,機械,プライム（内国株式）,TOPIX Large70,0,0,1,16301
6302,住友重機械工業,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16302
6305,日立建機,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16305
6306,日工,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16306
6309,巴工業,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16309
6310,井関農機,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16310
6315,ＴＯＷＡ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16315
6323,ローツェ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16323
6324,ハーモニック・ドライブ・システムズ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16324
6326,クボタ,機械,プライム（内国株式）,TOPIX Large70,0,0,1,16326
6328,荏原実業,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16328
6330,東洋エンジニアリング,建設業,プライム（内国株式）,TOPIX Small 2,0,1,1,16330
6331,三菱化工機,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16331
6332,月島ホールディングス,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16332
6333,帝国電機製作所,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16333
6339,新東工業,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16339
6340,澁谷工業,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16340
6345,アイチ　コーポレーション,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16345
6349,小森コーポレーション,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16349
6351,鶴見製作所,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16351
6358,酒井重工業,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16358
6361,荏原製作所,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16361
6363,酉島製作所,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16363
6364,ＡＩＲＭＡＮ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16364
6367,ダイキン工業,機械,プライム（内国株式）,TOPIX Core30,0,0,1,16367
6368,オルガノ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16368
6369,トーヨーカネツ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16369
6370,栗田工業,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16370
6371,椿本チエイン,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16371
6376,日機装,精密機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16376
6379,レイズネクスト,建設業,プライム（内国株式）,TOPIX Small 2,0,1,1,16379
6381,アネスト岩田,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16381
6383,ダイフク,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16383
6387,サムコ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16387
6390,加藤製作所,機械,プライム（内国株式）,-,0,0,1,16390
6395,タダノ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16395
6407,ＣＫＤ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16407
6412,平和,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16412
6413,理想科学工業,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16413
6417,ＳＡＮＫＹＯ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16417
6418,日本金銭機械,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16418
6419,マースグループホールディングス,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16419
6420,ガリレイ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16420
6430,ダイコク電機,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16430
6432,竹内製作所,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16432
6436,アマノ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16436
6440,ＪＵＫＩ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16440
6445,ジャノメ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16445
6448,ブラザー工業,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16448
6454,マックス,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16454
6455,モリタホールディングス,輸送用機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16455
6457,グローリー,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16457
6458,新晃工業,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16458
6459,大和冷機工業,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16459
6460,セガサミーホールディングス,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16460
6463,ＴＰＲ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16463
6464,ツバキ・ナカシマ,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16464
6465,ホシザキ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16465
6471,日本精工,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16471
6472,ＮＴＮ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16472
6473,ジェイテクト,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16473
6474,不二越,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16474
6479,ミネベアミツミ,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16479
6480,日本トムソン,機械,プライム（内国株式）,TOPIX Small 2,0,1,1,16480
6481,ＴＨＫ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16481
6486,イーグル工業,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16486
6490,ＰＩＬＬＡＲ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16490
6498,キッツ,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,16498
6501,日立製作所,電気機器,プライム（内国株式）,TOPIX Core30,0,0,1,16501
6503,三菱電機,電気機器,プライム（内国株式）,TOPIX Core30,0,0,1,16503
6504,富士電機,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16504
6506,安川電機,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16506
6507,シンフォニアテクノロジー,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16507
6508,明電舎,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16508
6516,山洋電気,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16516
6517,デンヨー,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16517
6523,ＰＨＣホールディングス,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16523
6525,ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16525
6526,ソシオネクスト,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16526
6532,ベイカレント,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,16532
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16533
6535,アイモバイル,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16535
6539,ＭＳ－Ｊａｐａｎ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16539
6544,ジャパンエレベーターサービスホールディングス,サービス業,プライム（内国株式）,TOPIX Mid400,0,0,1,16544
6560,エル・ティー・エス,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16560
6564,ミダックホールディングス,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16564
6571,キュービーネットホールディングス,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16571
6572,オープングループ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,16572
6584,三櫻工業,輸送用機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16584
6586,マキタ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,16586
6588,東芝テック,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16588
6590,芝浦メカトロニクス,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16590
6592,マブチモーター,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16592
6594,ニデック,電気機器,プライム（内国株式）,-,0,0,1,16594
6615,ユー・エム・シー・エレクトロニクス,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16615
6616,トレックス・セミコンダクター,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16616
6617,東光高岳,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16617
6619,ダブル・スコープ,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16619
6620,宮越ホールディングス,不動産業,プライム（内国株式）,TOPIX Small 2,0,1,1,16620
6622,ダイヘン,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16622
6630,ヤーマン,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16630
6632,ＪＶＣケンウッド,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16632
6638,ミマキエンジニアリング,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16638
6644,大崎電気工業,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16644
6645,オムロン,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16645
6651,日東工業,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16651
6652,ＩＤＥＣ,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16652
6653,正興電機製作所,電気機器,プライム（内国株式）,-,0,0,1,16653
6674,ジーエス・ユアサ　コーポレーション,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16674
6699,ダイヤモンドエレクトリックホールディングス,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16699
6701,日本電気,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16701
6702,富士通,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16702
6703,沖電気工業,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16703
6706,電気興業,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16706
6707,サンケン電気,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16707
6718,アイホン,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16718
6723,ルネサスエレクトロニクス,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16723
6724,セイコーエプソン,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16724
6727,ワコム,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16727
6728,アルバック,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16728
6737,ＥＩＺＯ,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16737
6740,ジャパンディスプレイ,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16740
6741,日本信号,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16741
6742,京三製作所,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16742
6744,能美防災,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16744
6745,ホーチキ,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16745
6750,エレコム,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16750
6752,パナソニック　ホールディングス,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16752
6753,シャープ,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16753
6754,アンリツ,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16754
6758,ソニーグループ,電気機器,プライム（内国株式）,TOPIX Core30,0,0,1,16758
6762,ＴＤＫ,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16762
6763,帝国通信工業,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16763
6768,タムラ製作所,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16768
6770,アルプスアルパイン,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16770
6779,日本電波工業,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16779
6785,鈴木,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16785
6787,メイコー,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16787
6788,日本トリム,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16788
6794,フォスター電機,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16794
6798,ＳＭＫ,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16798
6800,ヨコオ,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16800
6804,ホシデン,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16804
6806,ヒロセ電機,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16806
6807,日本航空電子工業,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16807
6809,ＴＯＡ,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16809
6810,マクセル,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16810
6814,古野電気,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16814
6817,スミダコーポレーション,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16817
6820,アイコム,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16820
6823,リオン,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16823
6841,横河電機,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16841
6844,新電元工業,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16844
6845,アズビル,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16845
6849,日本光電工業,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16849
6850,チノー,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16850
6856,堀場製作所,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16856
6857,アドバンテスト,電気機器,プライム（内国株式）,TOPIX Core30,0,0,1,16857
6859,エスペック,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16859
6861,キーエンス,電気機器,プライム（内国株式）,TOPIX Core30,0,0,1,16861
6866,日置電機,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16866
6869,シスメックス,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16869
6871,日本マイクロニクス,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16871
6875,メガチップス,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16875
6902,デンソー,輸送用機器,プライム（内国株式）,TOPIX Large70,0,0,1,16902
6905,コーセル,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16905
6908,イリソ電子工業,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16908
6914,オプテックスグループ,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16914
6920,レーザーテック,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16920
6923,スタンレー電気,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16923
6925,ウシオ電機,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16925
6929,日本セラミック,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16929
6941,山一電機,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16941
6947,図研,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16947
6951,日本電子,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16951
6952,カシオ計算機,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16952
6954,ファナック,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16954
6958,日本シイエムケイ,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16958
6961,エンプラス,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16961
6962,大真空,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16962
6963,ローム,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16963
6965,浜松ホトニクス,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16965
6966,三井ハイテック,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16966
6971,京セラ,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16971
6976,太陽誘電,電気機器,プライム（内国株式）,TOPIX Mid400,0,0,1,16976
6981,村田製作所,電気機器,プライム（内国株式）,TOPIX Large70,0,0,1,16981
6986,双葉電子工業,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16986
6988,日東電工,化学,プライム（内国株式）,TOPIX Mid400,0,0,1,16988
6995,東海理化電機製作所,輸送用機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16995
6996,ニチコン,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16996
6997,日本ケミコン,電気機器,プライム（内国株式）,TOPIX Small 2,0,1,1,16997
6999,ＫＯＡ,電気機器,プライム（内国株式）,TOPIX Small 1,0,1,1,16999
7003,三井Ｅ＆Ｓ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,17003
7004,カナデビア,機械,プライム（内国株式）,TOPIX Small 1,0,1,1,17004
7011,三菱重工業,機械,プライム（内国株式）,TOPIX Core30,0,0,1,17011
7012,川崎重工業,輸送用機器,プライム（内国株式）,TOPIX Mid400,0,0,1,17012
7013,ＩＨＩ,機械,プライム（内国株式）,TOPIX Mid400,0,0,1,17013
7033,マネジメントソリューションズ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,17033
7034,プロレド・パートナーズ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,17034
7038,フロンティア・マネジメント,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,17038
7059,コプロ・ホールディングス,サービス業,プライム（内国株式）,-,0,0,1,17059
7071,アンビスホールディングス,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,17071
7085,カーブスホールディングス,サービス業,プライム（内国株式）,TOPIX Small 1,0,1,1,17085
7088,フォーラムエンジニアリング,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,17088
7092,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,サービス業,プライム（内国株式）,-,0,0,1,17092
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,サービス業,プライム（内国株式）,TOPIX Small 2,0,1,1,17095
7102,日本車輌製造,輸送用機器,プライム（内国株式）,TOPIX Small 2,0,1,1,17102
7128,ユニソルホールディングス,卸売業,プライム（内国株式）,TOPIX Small 1,0,1,1,17128
7130,ヤマエグループホールディングス,卸売業,プライム（内国株式）,TOPIX Small 1,0,1,1,17130
7201,日産自動車,輸送用機器,プライム（内国株式）,TOPIX Mid400,0,0,1,17201
7202,いすゞ自動車,輸送用機器,プライム（内国株式）,TOPIX Mid400,0,0,1,17202
7203,トヨタ自動車,輸送用機器,プライム（内国株式）,TOPIX Core30,0,0,1,17203
7211,三菱自動車工業,輸送用機器,プライム（内国株式）,TOPIX Mid400,0,0,1,17211
7220,武蔵精密工業,輸送用機器,プライム（内国株式）,TOPIX Small 1,0,1,1,17220
7224,新明和工業,輸送用機器,プライム（内国株式）,TOPIX Small 1,0,1,1,17224
